Unnamed: 0,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type,ReinvestmentPeriod
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,C,USD,180.000,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,Other,-
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,A,USD,"1,140.000",-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,Other,-
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,E,USD,60.000,-,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,750,-,-,Other,-
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,Equity,USD,400.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,D,USD,60.000,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,525,-,-,Other,-
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,B,USD,12.500,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,C,USD,20.500,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,D,USD,11.500,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,650,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,E,USD,12.500,-,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,975,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,A-1,USD,307.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,A-2,USD,10.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,,
BABSN-2008-II,2008-06-04,CLOS,BABSN-2008-II,USOA,BABSN,Equity,USD,26.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
LIMHS-(1),2008-06-17,CLOS,LIMHS-(1),USOA,LIMHS,Equity,USD,17.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
LIMHS-(1),2008-06-17,CLOS,LIMHS-(1),USOA,LIMHS,B,USD,13.500,-,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
PENWD-2008-1,2008-06-17,CLOS,PENWD-2008-1,USOA,PENWD,A,USD,97.600,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
LIMHS-(1),2008-06-17,CLOS,LIMHS-(1),USOA,LIMHS,A,USD,97.800,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
PENWD-2008-1,2008-06-17,CLOS,PENWD-2008-1,USOA,PENWD,B,USD,13.480,-,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
PENWD-2008-1,2008-06-17,CLOS,PENWD-2008-1,USOA,PENWD,Equity,USD,17.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,B,USD,24.520,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,BS,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,A,USD,344.250,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,BS,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,Equity,USD,36.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,C,USD,19.800,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,BS,-
PINEC-(1),2008-06-26,CLOS,PINEC-(1),USOA,PINEC,A-1,USD,"1,025.000",-,-,A3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
PINEC-(1),2008-06-26,CLOS,PINEC-(1),USOA,PINEC,A-2,USD,488.600,-,-,A3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
PINEC-(1),2008-06-26,CLOS,PINEC-(1),USOA,PINEC,A-3,USD,132.400,-,-,B2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,D,USD,12.150,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,BS,-
CHLPK-(1),2008-06-26,CLOS,CHLPK-(1),USOA,CHLPK,E,USD,12.370,-,-,Ba2,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
GLOFB-1,2008-07-14,CLOS,GLOFB-1,USOA,GLOFB,Preferred,USD,96.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,Preferred,USD,30.370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,D,USD,14.000,-,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,C,USD,8.000,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,800,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,B,USD,23.100,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,A-2,USD,24.800,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,BS,-
SYMP-VI,2008-08-01,CLOS,SYMP-VI,USOA,SYMP,A-1,USD,285.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,A-2,USD,5.000,8.10,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,Other,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,A-1,USD,373.000,6.50,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,180,-,-,Other,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,B-2,USD,5.000,8.50,-,Baa2,BBB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,C,USD,13.750,8.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,B-1,USD,24.500,8.50,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,Other,-
AELIS-2008-IR,2008-08-06,CLOS,AELIS-2008-IR,USOA,AELIS,Preferred,USD,78.750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
SYMP-III,2008-08-08,CLOS,SYMP-III,USOA,SYMP,B,USD,4.500,7.50,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
SYMP-III,2008-08-08,CLOS,SYMP-III,USOA,SYMP,A,USD,112.500,6.20,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,125,-,-,BS,-
SYMP-III,2008-08-08,CLOS,SYMP-III,USOA,SYMP,Preferred,USD,25.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
SYMP-II,2008-08-08,CLOS,SYMP-II,USOA,SYMP,A,USD,262.500,6.20,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,125,-,-,BS,-
SYMP-II,2008-08-08,CLOS,SYMP-II,USOA,SYMP,C,USD,17.500,7.80,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
SYMP-II,2008-08-08,CLOS,SYMP-II,USOA,SYMP,Preferred,USD,59.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
SYMP-I,2008-08-08,CLOS,SYMP-I,USOA,SYMP,C,USD,25.000,7.80,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
SYMP-III,2008-08-08,CLOS,SYMP-III,USOA,SYMP,C,USD,7.500,7.80,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
SYMP-II,2008-08-08,CLOS,SYMP-II,USOA,SYMP,B,USD,10.500,7.50,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,D,USD,15.000,7.80,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,550,-,-,Other,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,C,USD,20.000,7.60,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,Other,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,B,USD,20.000,7.40,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,Other,-
SYMP-I,2008-08-08,CLOS,SYMP-I,USOA,SYMP,B,USD,15.000,7.50,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,A,USD,365.000,6.10,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,Other,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,E,USD,15.000,7.90,-,Ba2,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
SYMP-I,2008-08-08,CLOS,SYMP-I,USOA,SYMP,Preferred,USD,85.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
DRSLF-21A,2008-08-08,CLOS,DRSLF-21A,USOA,DRSLF,Preferred,USD,65.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
SYMP-I,2008-08-08,CLOS,SYMP-I,USOA,SYMP,A,USD,375.000,6.20,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,125,-,-,BS,-
505-2008-4,2008-08-20,CLOS,505-2008-4,USOA,505,B,USD,62.000,4.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,100.00000,BS,-
505-2008-3,2008-08-20,CLOS,505-2008-3,USOA,505,B,USD,62.000,4.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,100.00000,BS,-
505-2008-3,2008-08-20,CLOS,505-2008-3,USOA,505,A-1,USD,315.000,3.10,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,100.00000,BS,-
505-2008-3,2008-08-20,CLOS,505-2008-3,USOA,505,C,USD,48.000,5.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,100.00000,BS,-
505-2008-4,2008-08-20,CLOS,505-2008-4,USOA,505,A-2,USD,315.000,3.10,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,100.00000,BS,-
505-2008-4,2008-08-20,CLOS,505-2008-4,USOA,505,A-1,USD,315.000,3.30,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,100.00000,BS,-
505-2008-3,2008-08-20,CLOS,505-2008-3,USOA,505,A-2,USD,315.000,3.10,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,100.00000,BS,-
505-2008-4,2008-08-20,CLOS,505-2008-4,USOA,505,C,USD,48.000,5.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,100.00000,BS,-
OHAFC-2008-1,2008-09-04,CLOS,OHAFC-2008-1,USOA,OHAFC,A-1,USD,373.000,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,Other,-
OHAFC-2008-1,2008-09-04,CLOS,OHAFC-2008-1,USOA,OHAFC,E-1,USD,5.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
505-II,2008-12-04,CLOS,505-II,USOA,505,A-1,USD,370.000,-,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,A-2,USD,370.000,-,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,C,USD,55.000,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,B,USD,55.000,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,E,USD,15.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,Preferred,USD,270.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
505-II,2008-12-04,CLOS,505-II,USOA,505,D,USD,30.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
COAF-(1),2009-01-16,CLOS,COAF-(1),USOA,COAF,A,USD,210.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,125,-,-,Other,-
AZB-3,2009-01-16,CLOS,AZB-3,USOA,AZB,A-1,USD,545.900,-,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
AZB-2,2009-01-16,CLOS,AZB-2,USOA,AZB,Equity,USD,455.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
AZB-2,2009-01-16,CLOS,AZB-2,USOA,AZB,A,USD,910.000,-,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
AZB-3,2009-01-16,CLOS,AZB-3,USOA,AZB,Equity,USD,323.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
COAF-(1),2009-01-16,CLOS,COAF-(1),USOA,COAF,Equity,USD,52.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
JACSQ-(1),2009-03-24,CLOS,JACSQ-(1),USOA,JACSQ,B,USD,51.650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
JACSQ-(1),2009-03-24,CLOS,JACSQ-(1),USOA,JACSQ,A,USD,187.000,-,-,Aaa,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
KKR-2009-1,2009-03-31,CLOS,KKR-2009-1,USOA,KKR,A,USD,560.790,-,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
FLUID-1,2009-05-19,CLOS,FLUID-1,USOA,FLUID,Sr,USD,"1,330.000",6.00,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
LISTF-2009-1,2009-08-31,CLOS,LISTF-2009-1,USOA,LISTF,B-2B,USD,6.790,-,-,A1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
LISTF-2009-1,2009-08-31,CLOS,LISTF-2009-1,USOA,LISTF,B-2A,USD,13.500,-,-,Aa1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
LISTF-2009-1,2009-08-31,CLOS,LISTF-2009-1,USOA,LISTF,B-1,USD,10.000,-,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
LISTF-2009-1,2009-08-31,CLOS,LISTF-2009-1,USOA,LISTF,A,USD,104.600,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
WASHB-2009-1,2009-09-29,CLOS,WASHB-2009-1,USOA,WASHB,B,USD,9.800,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,27,-,-,Other,-
WASHB-2009-1,2009-09-29,CLOS,WASHB-2009-1,USOA,WASHB,A,USD,39.200,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,27,-,-,Other,-
NSCLT-2009-1,2009-12-15,CLOS,NSCLT-2009-1,USOA,NSCLT,Equity,USD,55.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
NSCLT-2009-1,2009-12-15,CLOS,NSCLT-2009-1,USOA,NSCLT,A,USD,150.000,-,-,-,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,375,-,-,MM,-
NSCLT-2009-1,2009-12-15,CLOS,NSCLT-2009-1,USOA,NSCLT,B,USD,40.000,-,-,-,-,AA,-,-,-,-,-,Floating,3mL,-,-,-,750,-,-,MM,-
NSCLT-2009-1,2009-12-15,CLOS,NSCLT-2009-1,USOA,NSCLT,C,USD,30.000,-,-,-,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
COAT-(1),2010-03-31,CLOS,COAT-(1),USOA,COAT,Sub,USD,102.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
COAT-(1),2010-03-31,CLOS,COAT-(1),USOA,COAT,B,USD,36.500,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,90.71000,BS,-
COAT-(1),2010-03-31,CLOS,COAT-(1),USOA,COAT,A-1,USD,327.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,190,-,-,BS,-
COAT-(1),2010-03-31,CLOS,COAT-(1),USOA,COAT,A-2,USD,15.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,94.25000,BS,-
ALMLF-2010-1,2010-05-18,CLOS,ALMLF-2010-1,USOA,ALMLF,B,USD,24.700,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,230,-,-,BS,-
ALMLF-2010-1,2010-05-18,CLOS,ALMLF-2010-1,USOA,ALMLF,A-2,USD,11.100,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
ALMLF-2010-1,2010-05-18,CLOS,ALMLF-2010-1,USOA,ALMLF,A-1,USD,215.400,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,170,-,-,BS,-
ALMLF-2010-1,2010-05-18,CLOS,ALMLF-2010-1,USOA,ALMLF,Sub,USD,72.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
DORAL-I,2010-05-28,CLOS,DORAL-I,USOA,DORAL,Equity,USD,200.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
DORAL-I,2010-05-28,CLOS,DORAL-I,USOA,DORAL,A,USD,250.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,185,-,-,BS,-
LISTF-2010-1,2010-06-04,CLOS,LISTF-2010-1,USOA,LISTF,A,USD,80.000,3.70,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,24,-,-,Other,-
LISTF-2010-1,2010-06-04,CLOS,LISTF-2010-1,USOA,LISTF,B,USD,19.640,5.70,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,24,-,-,Other,-
GCBDC-2010-1,2010-07-16,CLOS,GCBDC-2010-1,USOA,GCBDC,B-1,USD,126.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
GCBDC-2010-1,2010-07-16,CLOS,GCBDC-2010-1,USOA,GCBDC,A-1,USD,174.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,240,-,-,MM,-
GARR-2010-1,2010-10-13,CLOS,GARR-2010-1,USOA,GARR,B,USD,12.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,375,-,-,MM,-
GARR-2010-1,2010-10-13,CLOS,GARR-2010-1,USOA,GARR,Equity,USD,80.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
GARR-2010-1,2010-10-13,CLOS,GARR-2010-1,USOA,GARR,A-1,USD,164.500,7.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,240,-,-,MM,-
GARR-2010-1,2010-10-13,CLOS,GARR-2010-1,USOA,GARR,A-2,USD,25.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,240,-,-,MM,-
GARR-2010-1,2010-10-13,CLOS,GARR-2010-1,USOA,GARR,C,USD,18.000,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,475,-,-,MM,-
LCM-VIII,2010-11-05,CLOS,LCM-VIII,USOA,LCM,Sub,USD,40.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
LCM-VIII,2010-11-05,CLOS,LCM-VIII,USOA,LCM,C,USD,26.000,7.50,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
LCM-VIII,2010-11-05,CLOS,LCM-VIII,USOA,LCM,B,USD,23.000,7.10,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
LCM-VIII,2010-11-05,CLOS,LCM-VIII,USOA,LCM,A,USD,197.000,5.20,-,-,AAA,AAA,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,BS,-
LCM-VIII,2010-11-05,CLOS,LCM-VIII,USOA,LCM,D,USD,14.000,7.90,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,BS,-
NZCG-2010,2010-11-16,CLOS,NZCG-2010,USOA,NZCG,A,USD,342.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,175,-,-,BS,-
NZCG-2010,2010-11-16,CLOS,NZCG-2010,USOA,NZCG,B,USD,90.000,-,-,Baa2,BBB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,E,USD,4.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,A,USD,265.000,-,-,-,AAA,AAA,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,Sub,USD,54.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,B,USD,22.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,230,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,C,USD,38.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,330,-,-,BS,-
MORPK-(1),2010-12-02,CLOS,MORPK-(1),USOA,MORPK,D,USD,17.000,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,530,-,-,BS,-
PLYRK-(1),2010-12-02,CLOS,PLYRK-(1),USOA,PLYRK,B,USD,91.280,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,Other,-
PLYRK-(1),2010-12-02,CLOS,PLYRK-(1),USOA,PLYRK,Preferred,USD,91.280,-,-,B2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
PLYRK-(1),2010-12-02,CLOS,PLYRK-(1),USOA,PLYRK,A,USD,297.800,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,Other,-
ALMLF-2010-3,2010-12-08,CLOS,ALMLF-2010-3,USOA,ALMLF,A-1,USD,262.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,175,-,-,BS,-
ALMLF-2010-3,2010-12-08,CLOS,ALMLF-2010-3,USOA,ALMLF,A-2,USD,20.500,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
ALMLF-2010-3,2010-12-08,CLOS,ALMLF-2010-3,USOA,ALMLF,D,USD,10.000,-,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,725,-,-,BS,-
ALMLF-2010-3,2010-12-08,CLOS,ALMLF-2010-3,USOA,ALMLF,C,USD,14.000,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,BS,-
ALMLF-2010-3,2010-12-08,CLOS,ALMLF-2010-3,USOA,ALMLF,B,USD,25.750,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,BS,-
FROFF-2010-1,2010-12-30,CLOS,FROFF-2010-1,USOA,FROFF,B,USD,23.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,Other,-
FROFF-2010-1,2010-12-30,CLOS,FROFF-2010-1,USOA,FROFF,A-1B,USD,45.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,Other,-
FROFF-2010-1,2010-12-30,CLOS,FROFF-2010-1,USOA,FROFF,A-2,USD,30.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,Other,-
FROFF-2010-1,2010-12-30,CLOS,FROFF-2010-1,USOA,FROFF,A-1A,USD,45.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,Other,-
FROFF-2010-1,2010-12-30,CLOS,FROFF-2010-1,USOA,FROFF,MERCS,USD,154.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ABLC-(1),2011-01-20,CLOS,ABLC-(1),USOA,ABLC,A-1,USD,133.800,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,295,-,-,MM,-
ABLC-(1),2011-01-20,CLOS,ABLC-(1),USOA,ABLC,B,USD,103.000,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,MM,-
ABLC-(1),2011-01-20,CLOS,ABLC-(1),USOA,ABLC,C,USD,49.300,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,MM,-
ABLC-(1),2011-01-20,CLOS,ABLC-(1),USOA,ABLC,Equity,USD,38.360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
ABLC-(1),2011-01-20,CLOS,ABLC-(1),USOA,ABLC,A-2,USD,151.400,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,265,-,-,MM,-
ARES-XVI,2011-01-27,CLOS,ARES-XVI,USOA,ARES,B,USD,21.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,190,-,-,BS,-
